StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID82,Masc_fem,Fem_Thin_Purchase_1_1,Fem_Thin_Attract_1_1,Fem_Plus_Purchase_1_1,Fem_Plus_Attract_1_1,Fem_Plus_Purchase_2_1,Fem_Plus_Attract_2_1,Fem_Thin_Purchase_2_1,Fem_Thin_Attract_2_1,Fem_Thin_Purchase_3_1,Fem_Thin_Attract_3_1,Fem_Plus_Purchase_3_1,Fem_Plus_Attract_3_1,Fem_Plus_Purchase_4_1,Fem_Plus_Attract_4_1,Fem_Thin_Purchase_4_1,Fem_Thin_Attract_4_1,Fem_Thin_Purchase_5_1,Fem_Thin_Attract_5_1,Fem_Plus_Purchase_5_1,Fem_Plus_Attract_5_1,Fem_Thin_Purchase_6_1,Fem_Thin_Attract_6_1,Fem_Plus_Purchase_6_1,Fem_Plus_Attract_6_1,Fem_Thin_Purchase_7_1,Fem_Plus_Attract_7_1,Fem_Plus_Purchase_7_1,Fem_Plus_Attract_7_1,Fem_Plus_Purchase_8_1,Fem_Plus_Attract_8_1,Fem_Thin_Purchase_8_1,Fem_Thin_Purchase_8_1,Fem_Plus_Purchase_9_1,Fem_Plus_Attract_9_1,Fem_Thin_Purchase_9_1,Fem_Thin_Attract_9_1,Fem_Thin_Purchase_10_1,Fem_Thin_Attract_10_1,Fem_Plus_Purchase_10_1,Fem_Plus_Attract_10_1,Masc_Thin_Purchase_1_1,Masc_Thin_Attract_1_1,Masc_Plus_Purchase_1_1,Masc_Plus_Attract_1_1,Masc_Thin_Purchase_2_1,Masc_Thin_Attract_2_1,Masc_Plus_Purchase_2_1,Masc_Plus_Attract_2_1,Masc_Thin_Purchase_3_1,Masc_Thin_Attract_3_1,Masc_Plus_Purchase_3_1,Masc_Plus_Attract_3_1,Masc_Thin_Purchase_4_1,Masc_Thin_Attract_4_1,Masc_Plus_Purchase_4_1,Masc_Plus_Attract_4_1,Masc_Thin_Purchase_5_1,Masc_Thin_Attract_5_1,Masc_Plus_Purchase_5_1,Masc_Plus_Attract_5_1,Masc_Thin_Purchase_6_1,Masc_Thin_Attract_6_1,Masc_Plus_Purchase_6_1,Masc_Plus_Attract_6_1,Masc_Thin_Purchase_7_1,Masc_Thin_Attract_7_1,Masc_Plus_Purchase_7_1,Masc_Plus_Attract_7_1,Masc_Plus_Purchase_8_1,Masc_Plus_Attract_8_1,Masc_Thin_Purchase_8_1,Masc_Thin_Attract_8_1,Masc_Plus_Purchase_9_1,Masc_Plus_Attract_9_1,Masc_Thin_Purchase_9_1,Masc_Thin_Attract_9_1,Masc_Thin_Purchase_0_1,Masc_Thin_Attract_0_1,Masc_Plus_Purchase_0_1,Masc_Plus_Attract_0_1,Questionnaire_1,Questionnaire_2,Questionnaire_3,Questionnaire_4,Questionnaire_5,Questionnaire_6,Questionnaire_7,Questionnaire_8,Questionnaire_9,Questionnaire_10,Questionnaire_11,Questionnaire_12,Questionnaire_13,Questionnaire_14,Questionnaire_15,Questionnaire_16,Questionnaire_17,Questionnaire_18,Questionnaire_19,Questionnaire_20,Questionnaire_21,Questionnaire_22,Questionnaire_23,Debrief
2024-03-05 08:00:54,2024-03-05 08:08:06,0,*******,100,432,1,2024-03-05 08:08:07,R_3dKBoj7E540FTbs,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,2,2,3,1,1,2,1,2,1,1,1,1,4,4,1,1,3,4,3,1,4,5,1,1,1,1,5,5,1,2,5,4,5,3,1,2,2,3,0,3,0,1,1,2,1,1,1,3,2,3,1,2,1,2,2,0,3,2,2,1
2024-03-05 08:10:24,2024-03-05 08:17:56,0,*******,100,452,1,2024-03-05 08:17:57,R_5mei073qghhTP6e,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,1,4,4,4,1,4,4,5,5,4,4,4,1,3,1,3,3,5,1,3,1,4,4,4,5,4,2,3,1,3,4,5,1,4,2,4,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,0,2,2,3,2,3,1,3,1,2,3,3,0,0,0,2,1,4,4,1
2024-03-05 08:06:57,2024-03-05 08:22:51,0,*******,100,953,1,2024-03-05 08:22:51,R_3YQSP0ezPirvgHQ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,3,1,1,5,2,5,5,5,5,5,1,5,1,5,1,5,4,5,1,5,4,5,1,5,1,5,3,1,1,2,1,5,1,5,2,5,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,3,2,4,1,4,0,4,4,3,2,1,4,1,2,1,4,3,1,1,1
2024-03-05 08:19:28,2024-03-05 08:29:51,0,*******,100,622,1,2024-03-05 08:29:51,R_5LhUu50Rh5bkGzL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,1,2,1,3,4,3,1,3,1,3,1,3,4,4,1,3,1,3,3,3,1,2,4,3,1,2,3,4,2,3,1,3,1,2,1,2,1,1,0,3,1,1,2,1,4,0,1,1,4,0,0,0,4,4,0,1,4,1,1,1
2024-03-05 11:10:06,2024-03-05 11:22:39,0,*******,100,753,1,2024-03-05 11:22:40,R_1nPCeHEw8gz4gpf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,1,4,4,3,1,3,4,3,5,4,1,3,4,3,1,3,5,4,2,3,5,4,2,3,1,3,1,3,1,3,4,4,5,3,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,1,4,1,4,1,4,1,1,1,1,3,1,0,1,0,4,0,1,1
2024-03-05 12:23:33,2024-03-05 12:27:18,0,*******,100,225,1,2024-03-05 12:27:19,R_3JWKaqQqgn8hQ9S,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,5,5,4,4,5,3,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,3,5,5,5,5,5,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
2024-03-05 12:21:39,2024-03-05 12:27:30,0,*******,100,350,1,2024-03-05 12:27:30,R_6jfVfZMAcyT3IrL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,3,4,4,4,1,4,2,4,5,5,2,5,1,5,4,5,5,5,2,5,5,5,4,5,1,5,4,5,1,5,4,5,1,5,5,5,1,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,3,1,1,1,1,1,3,1,2,3,4,0,1,1,1,1,1,1,1
2024-03-05 12:21:55,2024-03-05 12:32:12,0,*******,100,616,1,2024-03-05 12:32:12,R_31ZVDflU6HzrhUx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,2,4,1,2,3,5,3,1,1,2,1,1,2,5,1,2,1,5,1,1,1,1,1,1,1,1,4,4,1,2,5,3,1,1,1,1,1,2,1,2,0,3,4,1,1,3,0,3,0,3,3,3,0,0,0,2,1,2,2,1
2024-03-05 12:27:51,2024-03-05 12:33:53,0,*******,100,361,1,2024-03-05 12:33:53,R_3zOLfm12ykdzLRr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,2,3,1,3,3,3,3,4,3,4,1,3,3,3,4,4,4,4,1,3,3,3,3,3,1,3,3,3,2,3,4,4,4,4,4,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,3,1,4,0,1,1,3,1,1,1,2,2,3,1,2,1,1,1
2024-03-05 12:28:51,2024-03-05 12:35:16,0,*******,100,385,1,2024-03-05 12:35:17,R_6rpvR89RSsnBiuO,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,3,4,2,3,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,4,4,5,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,3,1,1,2,2,0,3,1,2,3,1,0,0,0,0,1,1,2,1
2024-03-05 12:31:27,2024-03-05 12:35:31,0,*******,100,243,1,2024-03-05 12:35:31,R_1JwPs4vamH0arlL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,2,5,1,5,4,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,3,2,4,2,3,3,1,4,3,3,0,0,1,3,3,4,4,1
2024-03-05 12:30:01,2024-03-05 12:36:11,0,*******,100,369,1,2024-03-05 12:36:12,R_3NnQ1Sg24cs0QCZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,5,3,3,3,5,3,5,3,4,3,3,3,5,3,4,3,3,3,4,3,2,3,5,3,2,3,5,3,4,3,4,3,4,3,5,3,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,3,4,2,1,1,1,1,1,2,1,0,0,1,3,1,1,1
2024-03-05 12:28:11,2024-03-05 12:38:35,0,*******,100,624,1,2024-03-05 12:38:36,R_5dnScHJvHTmUpxv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,2,2,1,1,3,2,0,1,1,1,2,1,0,0,0,0,1,3,1,1
2024-03-05 12:36:59,2024-03-05 12:41:50,0,*******,100,290,1,2024-03-05 12:41:51,R_7SnBMQaRkLm5xh7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,4,4,3,3,5,4,4,5,4,5,1,1,4,2,5,4,4,4,1,4,5,5,5,5,4,5,5,4,4,4,5,5,5,4,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,2,4,2,3,3,2,0,0,0,0,0,2,0,0,0,3,0,1,0,1,1
2024-03-05 12:36:54,2024-03-05 12:42:14,0,*******,100,319,1,2024-03-05 12:42:14,R_19nq3nU4f07TD5T,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,4,5,2,5,1,1,4,4,5,5,5,1,4,2,1,5,4,4,1,1,5,5,1,1,4,4,3,4,4,4,1,4,4,3,5,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0,1,3,0,2,2,4,1,2,1,3,1,4,0,0,0,3,0,4,2,1
2024-03-05 12:37:18,2024-03-05 12:42:14,0,*******,100,295,1,2024-03-05 12:42:14,R_3s1JdOyJUVHOWFH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,3,4,3,5,3,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1
2024-03-05 18:28:44,2024-03-05 18:35:01,0,*******,100,377,1,2024-03-05 18:35:02,R_7V7x8RbVzKqgMlb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,5,5,2,4,5,4,5,5,5,5,1,4,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,4,2,4,5,5,5,4,5,5,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0,4,3,1,4,1,3,1,3,1,1,3,4,0,0,0,3,3,3,4,1
2024-03-06 12:20:33,2024-03-06 12:26:16,0,*******,100,343,1,2024-03-06 12:26:17,R_3Kpu9POPxMlSA4h,*******,*******,*******,*******,*******,*******,qr,EN,1,2,1,4,3,4,4,4,5,4,4,4,2,4,5,4,5,4,3,3,2,3,2,4,5,5,2,3,1,3,2,4,5,4,5,4,3,4,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,1,1,3,1,3,1,3,2,1,2,1,2,1,2,2,0,2,1,1,1
2024-03-06 16:49:53,2024-03-06 16:56:48,0,*******,100,414,1,2024-03-06 16:56:49,R_7VkOExzdm5PzALn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,2,3,1,2,4,3,1,4,5,3,2,2,4,2,4,4,2,5,1,4,5,4,2,5,2,4,1,2,2,3,4,2,4,2,4,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,0,2,1,0,1,1,0,1,1,2,2,1,0,1,1,0,1,2,1,1
2024-03-04 12:28:21,2024-03-04 12:29:54,0,*******,26,93,0,2024-03-11 13:29:57,R_6gZRz3laJhFbJEs,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04 13:51:19,2024-03-04 13:51:46,0,*******,1,26,0,2024-03-11 14:52:30,R_3tEgpcszZCEIQAM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04 14:20:36,2024-03-04 14:26:23,0,*******,99,347,0,2024-03-11 15:26:25,R_3JYQLwKA5SOjwwV,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,4,4,1,3,4,5,4,5,3,5,1,4,5,5,4,4,2,3,3,3,5,5,4,5,1,5,3,4,1,3,1,5,5,3,3,5,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,1,1,1,4,3,1,2,1,1,2,4,0,0,0,1,1,1,1,
2024-03-18 12:48:54,2024-03-18 12:55:25,0,*******,100,390,1,2024-03-18 12:55:25,R_2sZ7WHevrng17Hr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,2,4,1,4,4,4,1,2,4,2,1,4,4,4,1,1,1,3,3,4,1,2,4,3,4,1,4,4,4,2,4,4,1,2,4,2,3,1,1,3,3,2,3,1,3,0,2,1,1,0,1,0,2,1,1,2,2,1,1,1
2024-03-18 12:48:53,2024-03-18 12:55:26,0,*******,100,393,1,2024-03-18 12:55:27,R_73BXpF8kk0JinwB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,1,3,3,4,4,2,1,2,1,1,1,3,3,3,1,3,1,4,4,4,3,2,1,4,1,2,5,4,3,4,2,3,1,2,1,2,1,3,1,3,1,1,4,0,4,0,1,3,1,1,1,0,3,1,2,0,4,1,1,1
2024-03-18 12:47:32,2024-03-18 12:56:36,0,*******,100,544,1,2024-03-18 12:56:37,R_6KqIbEZZptDd9lb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,2,4,3,5,3,5,4,5,2,2,3,1,3,5,3,2,3,1,3,5,4,1,2,1,3,1,2,1,3,5,4,1,3,1,2,1,2,3,2,1,1,3,3,1,1,2,0,0,2,0,3,3,1,0,1,1,2,1,1,2,1
2024-03-18 13:02:18,2024-03-18 13:09:07,0,*******,100,409,1,2024-03-18 13:09:08,R_1b4351pKN52IIaH,*******,*******,*******,*******,*******,*******,qr,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,1,3,1,3,1,3,1,1,1,3,1,1,1,3,1,3,1,1,1,3,1,3,1,1,1,1,1,3,2,3,1,3,1,3,1,1,2,2,3,1,1,4,0,1,1,3,0,2,0,3,3,3,0,0,0,2,0,4,3,1
2024-03-18 12:58:13,2024-03-18 13:17:53,0,*******,100,1179,1,2024-03-18 13:17:54,R_1RPoy2gg3scLJ6w,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,1,4,1,5,1,3,1,5,4,4,1,4,1,4,1,4,5,4,1,5,1,4,2,5,1,5,1,4,1,5,1,4,1,3,4,3,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,3,4,3,4,1,1,2,1,3,3,4,1,0,0,0,1,2,2,1
2024-03-18 13:22:17,2024-03-18 13:31:15,0,*******,100,538,1,2024-03-18 13:31:16,R_3EhDFUpa6bCz9SM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,2,3,4,3,3,3,3,3,4,3,2,3,1,4,1,2,4,4,1,3,1,2,1,3,4,2,5,4,5,5,4,4,1,2,4,3,2,2,3,1,4,3,4,3,3,3,1,1,1,1,2,2,0,1,1,0,1,2,2,1
2024-03-18 13:38:54,2024-03-18 13:53:37,0,*******,100,883,1,2024-03-18 13:53:38,R_6zDU0WmmZLhhlKx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,2,2,3,3,4,2,4,4,5,4,5,1,3,5,4,5,5,4,5,1,4,5,5,4,3,2,5,4,3,1,3,5,5,5,3,5,5,2,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,0,2,1,3,1,3,1,3,1,4,3,3,0,0,0,0,1,2,2,1
2024-03-18 15:33:12,2024-03-18 15:42:22,0,*******,100,549,1,2024-03-18 15:42:22,R_1mq2Pv2YdeCGJHi,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,2,4,3,1,2,4,4,4,3,4,4,1,3,4,4,2,3,1,4,3,3,1,4,1,3,1,3,4,4,4,4,2,3,1,3,2,3,2,3,0,0,2,1,1,1,4,3,0,2,0,2,3,3,1,1,1,2,2,1,2,1
2024-03-18 16:50:33,2024-03-18 16:58:40,0,*******,100,487,1,2024-03-18 16:58:41,R_5gFM73hSZjXtj99,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,2,4,3,4,4,5,2,3,2,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,3,2,4,4,5,2,3,2,3,4,3,1,1,0,1,3,1,4,0,3,0,1,1,2,1,0,0,3,1,3,0,3,0,0,1
2024-03-18 18:13:11,2024-03-18 18:20:17,0,*******,100,425,1,2024-03-18 18:20:17,R_3v63G9zmh43mbZ1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,4,4,2,2,4,2,1,1,4,4,1,4,4,2,1,2,4,4,2,5,4,4,3,2,1,3,4,4,2,3,4,4,3,2,1,2,1,3,,4,3,1,3,3,3,1,3,0,2,3,3,0,0,0,1,2,1,0,1
2024-03-18 19:02:23,2024-03-18 20:58:53,0,*******,100,6989,1,2024-03-18 20:58:54,R_6fOwr4OxmDUULzl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,2,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,3,3,3,3,4,4,3,3,3,4,4,4,3,3,1,0,1,3,1,1,2,0,3,0,3,0,3,1,1,0,1,1,3,1,3,0,0,1
2024-03-19 09:09:18,2024-03-19 09:23:30,0,*******,100,852,1,2024-03-19 09:23:31,R_3rSL0102xbPtAIt,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,3,2,4,3,4,3,2,3,2,3,4,3,4,3,1,1,4,3,1,2,1,1,1,2,1,2,4,4,1,2,1,1,4,3,2,2,2,0,3,2,2,2,2,2,0,2,0,0,2,2,0,0,0,0,1,0,2,1
2024-03-20 12:10:54,2024-03-20 12:18:00,0,*******,100,426,1,2024-03-20 12:18:01,R_7e5DcMjDJcsGChr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,1,3,1,2,4,4,1,1,4,4,1,2,4,5,4,3,1,4,4,2,1,4,1,2,4,2,5,5,4,2,5,4,4,4,1,2,2,3,3,2,1,2,1,2,3,1,0,2,1,3,3,3,0,1,1,3,2,1,4,1
2024-03-20 12:11:13,2024-03-20 12:25:29,0,*******,100,855,1,2024-03-20 12:25:30,R_3zXA8ED9A88ziSZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,3,2,2,2,2,2,4,1,2,2,2,5,3,4,2,2,4,4,4,1,1,2,3,5,1,5,3,5,2,2,3,3,3,4,1,1,2,1,0,3,2,1,4,1,4,1,3,1,3,3,4,1,0,0,0,3,0,3,1
